Date,Open,High,Low,Close,Adj Close,Volume,compound,Count
2019-10-28,34.97153854370117,35.55977249145508,34.93358612060547,35.370018005371094,31.63935852050781,25800339.0,0.14904939271255063,249
2019-10-29,36.053131103515625,36.774192810058594,35.977230072021484,36.25237274169922,32.428653717041016,32212032.0,0.15586256157635453,412
2019-10-30,36.44212341308594,36.83111953735352,36.33776092529297,36.50853729248047,32.657798767089844,22019430.0,0.1741283261802575,234
2019-10-31,36.42314910888672,36.603416442871094,36.22390747070313,36.4041748046875,32.564441680908196,24539860.0,0.17467866666666662,150
2019-11-01,36.70777893066406,36.94497299194336,36.42314910888672,36.42314910888672,32.58141326904297,19263220.0,0.25335248226950363,142
2019-11-04,36.72675323486328,36.755218505859375,36.08159255981445,36.08159255981445,32.275882720947266,17709730.0,0.3704842105263159,99
2019-11-05,36.08159255981445,36.14800643920898,35.55028533935547,35.55977249145508,31.80909919738769,21688474.0,0.251589393939394,132
2019-11-06,35.68311309814453,35.79696273803711,35.436431884765625,35.68311309814453,31.91943359375,18757722.0,0.2896556122448979,197
2019-11-07,35.48387145996094,35.65464782714844,34.99051284790039,35.01897430419922,31.628082275390625,22727297.0,0.26306263736263724,185
2019-11-08,34.99051284790039,35.25616836547852,34.94307327270508,35.15180206298828,31.748050689697266,26626886.0,0.26254655172413777,178
2019-11-11,35.01897430419922,35.113853454589844,34.867172241210945,35.037952423095696,31.645227432250977,12542916.0,0.14303082191780828,147
2019-11-12,34.94307327270508,35.189754486083984,34.819732666015625,35.07590103149414,31.679502487182614,13338370.0,0.13749793388429754,245
2019-11-13,35.05692672729492,35.05692672729492,34.44022750854492,34.724857330322266,31.362445831298828,25855252.0,0.18698457446808517,190
2019-11-14,34.68690872192383,34.876659393310554,34.45920181274414,34.677417755126946,31.319602966308594,25190600.0,0.2214485380116959,172
2019-11-15,34.75332260131836,35.55028533935547,34.648956298828125,35.370018005371094,31.94513893127441,36378810.0,0.1987223404255319,188
2019-11-18,35.47438430786133,35.52182388305664,35.06641387939453,35.31309127807617,31.893718719482425,18084532.0,0.23760799999999993,151
2019-11-19,35.51233291625977,35.74952697753906,35.4079704284668,35.73054885864258,32.270763397216804,26475110.0,0.2240977653631286,182
2019-11-20,35.64516067504883,35.75901412963867,35.113853454589844,35.15180206298828,31.748050689697266,19947582.0,0.2880500000000001,142
2019-11-21,35.30360412597656,35.9962043762207,35.14231491088867,35.806453704833984,32.339309692382805,20942664.0,0.22578566037735812,268
2019-11-22,35.85388946533203,36.44212341308594,35.75901412963867,36.3662223815918,32.844879150390625,25544006.0,0.189909090909091,176
2019-11-25,36.50853729248047,36.88804626464844,36.48007583618164,36.69829177856445,33.144786834716804,31592385.0,0.12846624472573845,238
2019-11-26,36.56546401977539,36.6129035949707,36.10057067871094,36.32827377319336,32.81060791015625,34620633.0,0.013315624999999913,192
2019-11-27,36.41366195678711,36.72675323486328,36.3662223815918,36.65085220336914,33.101943969726555,19201034.0,0.1661473214285714,114
2019-11-28,,,,,,,0.13907162162162165,74
2019-11-29,36.56546401977539,36.88804626464844,36.53700256347656,36.54648971557617,33.00769424438477,9793873.0,0.09952625000000001,80
2019-12-02,36.80265808105469,36.8121452331543,36.290321350097656,36.32827377319336,32.81060791015625,15645998.0,0.12901185185185182,135
2019-12-03,36.01517868041992,36.24288558959961,35.901329040527344,36.10057067871094,32.60494613647461,20869832.0,0.31681776315789456,153
2019-12-04,36.27134704589844,36.29980850219727,35.948768615722656,36.18595886230469,32.68206787109375,14501248.0,0.24440684210526287,191
2019-12-05,36.4041748046875,36.4041748046875,35.85388946533203,36.08159255981445,32.58781051635742,13098058.0,0.19363028169014088,143
2019-12-06,36.31878662109375,36.54648971557617,36.26185989379883,36.32827377319336,32.81060791015625,12868708.0,0.17937228915662656,166
2019-12-09,36.14800643920898,36.41366195678711,36.14800643920898,36.35673522949219,32.83630752563477,15641571.0,0.12681826484018263,220
2019-12-10,36.30929946899414,36.603416442871094,36.2333984375,36.50853729248047,32.97341537475586,19171311.0,0.13258806818181812,178
